Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company
123313,All Ages,Brand Awareness,15 Days,Twitter,0.09,$500.00,6.45,Las Vegas,English,611,3329,4,Technology,2022-08-04,Code Crafters
711039,Women 35-44,Product Launch,15 Days,Facebook,0.09,$500.00,7.46,Los Angeles,English,611,3329,4,Technology,2022-07-05,Quantum Quirks
262504,Men 35-44,Brand Awareness,15 Days,Facebook,0.11,$500.00,4.05,Austin,French,611,3329,3,Food,2022-10-31,Dine Divine
899620,Women 18-24,Product Launch,15 Days,Pinterest,0.08,$500.00,0.2055593532206157,Miami,English,358,2149,1,Technology,2022-06-18,Code Crafters
351124,All Ages,Market Expansion,15 Days,Twitter,0.1,$500.00,5.09,New York,French,611,3330,8,Technology,2022-10-15,Tech Titans
679805,Women 35-44,Increase Sales,15 Days,Twitter,0.02,$500.00,0.36,New York,Spanish,611,3331,6,Fashion,2022-09-09,Chic Couture
598924,Women 35-44,Increase Sales,15 Days,Pinterest,0.14,$500.00,0.3360448556997891,Las Vegas,French,358,2150,1,Health,2022-01-25,Heal Hub
423350,Men 25-34,Increase Sales,15 Days,Twitter,0.08,$500.00,5.49,Miami,English,612,3331,8,Food,2022-08-31,Savor Street
168492,Men 18-24,Market Expansion,15 Days,Instagram,0.08,$500.00,4.66,Los Angeles,Spanish,612,3332,5,Home,2022-07-16,Cozy Corners
583934,Women 18-24,Market Expansion,15 Days,Facebook,0.05,$500.00,5.67,New York,Spanish,612,3332,6,Home,2022-02-14,Domestic Dream
582033,Men 25-34,Increase Sales,15 Days,Pinterest,0.12,$500.00,0.0303870348239171,Miami,English,359,2151,1,Home,2022-12-22,Cozy Corners
298819,Men 35-44,Product Launch,15 Days,Instagram,0.01,$500.00,6.6,New York,Spanish,612,3333,8,Food,2022-03-07,Feast Flavors
705757,Men 25-34,Market Expansion,15 Days,Facebook,0.02,$500.00,1.27,Austin,English,612,3333,2,Food,2022-06-05,Gourmet Grove
890759,Women 25-34,Product Launch,15 Days,Pinterest,0.05,$500.00,0.3253200198795831,Austin,French,359,2152,1,Fashion,2022-10-11,Fiber Fashion
755045,All Ages,Brand Awareness,15 Days,Twitter,0.07,$500.00,5.22,Miami,French,612,3334,10,Health,2022-09-06,Vigor Valley
629860,Men 25-34,Market Expansion,15 Days,Facebook,0.14,$500.00,2.81,Miami,English,613,3335,8,Food,2022-08-28,Bistro Bliss
406166,All Ages,Brand Awareness,15 Days,Instagram,0.14,$500.00,1.04,Las Vegas,English,613,3335,8,Technology,2022-06-22,Pixel Pioneers
762108,Men 35-44,Product Launch,15 Days,Twitter,0.12,$500.00,2.62,Miami,English,613,3335,2,Food,2022-04-26,Savor Street
153630,Men 18-24,Market Expansion,15 Days,Facebook,0.03,$500.00,2.87,Las Vegas,English,613,3336,4,Home,2022-02-17,Nest Neat
532001,Men 18-24,Market Expansion,15 Days,Instagram,0.05,$500.00,4.13,Austin,English,613,3336,5,Food,2022-02-12,Gourmet Grove
805339,Men 45-60,Increase Sales,15 Days,Pinterest,0.11,$500.00,1.415678328267197,Miami,English,360,2153,1,Fashion,2022-07-18,Glam Garments
685252,Men 35-44,Product Launch,15 Days,Pinterest,0.02,$500.00,1.17258204967586,Los Angeles,Spanish,360,2154,1,Fashion,2022-07-01,Vogue Visions
103935,Women 18-24,Brand Awareness,15 Days,Facebook,0.05,$500.00,7.4,Los Angeles,Spanish,614,3337,8,Technology,2022-04-24,NexGen Nerds
521654,Women 25-34,Product Launch,15 Days,Pinterest,0.05,$500.00,1.113595452664727,Austin,Spanish,360,2155,1,Food,2022-10-06,Dine Divine
640889,Women 25-34,Market Expansion,15 Days,Twitter,0.08,$500.00,3.25,Las Vegas,French,614,3338,9,Health,2022-08-08,Aura Align
899019,Women 35-44,Increase Sales,15 Days,Instagram,0.03,$500.00,3.66,Austin,Spanish,614,3338,5,Home,2022-05-03,Furnish Fine
881890,Women 35-44,Increase Sales,15 Days,Instagram,0.12,$500.00,1.28,New York,Spanish,614,3339,7,Food,2022-10-28,Savor Street
617312,Men 18-24,Brand Awareness,15 Days,Twitter,0.02,$500.00,7.47,Las Vegas,French,614,3339,9,Food,2022-11-28,Dine Divine
262267,Women 45-60,Market Expansion,15 Days,Facebook,0.12,$500.00,3.1,Austin,English,614,3340,4,Health,2022-08-07,Pulse Point
682157,Men 18-24,Increase Sales,15 Days,Twitter,0.04,$500.00,4.2,Miami,English,614,3340,7,Health,2022-01-30,Balance Beam
992534,Men 25-34,Increase Sales,15 Days,Instagram,0.14,$500.00,3.92,Las Vegas,English,615,3340,9,Food,2022-09-22,Feast Flavors
963018,Women 45-60,Product Launch,15 Days,Pinterest,0.15,$500.00,0.7829130148750407,New York,Spanish,361,2157,1,Food,2022-12-23,Dine Divine
359665,Men 35-44,Product Launch,15 Days,Twitter,0.03,$500.00,4.84,Austin,English,615,3341,2,Technology,2022-05-15,Pixel Pioneers
351803,All Ages,Product Launch,15 Days,Facebook,0.09,$500.00,3.81,Las Vegas,French,615,3342,8,Food,2022-12-07,Epicurean Edge
684997,Women 25-34,Increase Sales,15 Days,Facebook,0.07,$500.00,1.17,Miami,Spanish,615,3342,10,Technology,2022-07-20,Tech Titans
760073,Men 35-44,Market Expansion,15 Days,Pinterest,0.08,$500.00,1.1672196317657573,Austin,English,361,2157,1,Health,2022-04-17,Wellness Waves
280685,Men 18-24,Product Launch,15 Days,Pinterest,0.05,$500.00,0.3825191442540154,Los Angeles,Spanish,361,2158,1,Health,2022-11-23,Aura Align
948176,Women 45-60,Product Launch,15 Days,Instagram,0.05,$500.00,5.51,Las Vegas,French,615,3343,10,Home,2022-03-12,Living Luxe
393524,Women 45-60,Brand Awareness,15 Days,Twitter,0.12,$500.00,7.05,Las Vegas,English,616,3343,7,Health,2022-04-03,Aura Align
947837,All Ages,Increase Sales,15 Days,Instagram,0.08,$500.00,0.8,New York,Spanish,616,3344,7,Technology,2022-11-30,Silicon Saga
454801,Women 45-60,Increase Sales,15 Days,Pinterest,0.07,$500.00,0.9402106069047292,Las Vegas,English,361,2159,1,Home,2022-09-19,Furnish Fine
327206,Women 18-24,Market Expansion,15 Days,Twitter,0.1,$500.00,7.41,Miami,French,616,3345,5,Technology,2022-05-14,Giga Geeks
821913,Men 35-44,Brand Awareness,15 Days,Facebook,0.08,$500.00,0.24,New York,French,616,3345,2,Home,2022-12-15,Living Luxe
566868,Men 35-44,Brand Awareness,15 Days,Instagram,0.14,$500.00,0.07,Los Angeles,Spanish,616,3345,8,Food,2022-11-13,Feast Flavors
665730,Men 25-34,Product Launch,15 Days,Instagram,0.08,$500.00,4.82,Austin,Spanish,616,3346,1,Food,2022-02-05,Feast Flavors
449143,Women 35-44,Product Launch,15 Days,Instagram,0.07,$500.00,7.98,Austin,Spanish,617,3346,7,Fashion,2022-12-28,Fiber Fashion
752327,Women 35-44,Brand Awareness,15 Days,Facebook,0.13,$500.00,0.64,Miami,Spanish,617,3347,2,Technology,2022-07-12,Gadget Giants
109496,Women 35-44,Brand Awareness,15 Days,Pinterest,0.12,$500.00,0.278845731325357,Miami,Spanish,362,2160,1,Fashion,2022-05-02,Chic Couture
692803,Women 45-60,Market Expansion,15 Days,Instagram,0.14,$500.00,1.4,Miami,French,617,3347,2,Home,2022-05-19,Cozy Corners
463426,Men 35-44,Increase Sales,15 Days,Instagram,0.06,$500.00,4.32,New York,French,617,3348,1,Food,2022-07-05,Feast Flavors
207127,Women 45-60,Brand Awareness,15 Days,Facebook,0.14,$500.00,3.59,Las Vegas,French,617,3348,8,Fashion,2022-12-10,Chic Couture
139353,Men 18-24,Brand Awareness,15 Days,Instagram,0.13,$500.00,7.12,Austin,Spanish,617,3349,2,Health,2022-01-13,Elixir Essence
907784,Men 45-60,Market Expansion,15 Days,Facebook,0.04,$500.00,4.19,Los Angeles,Spanish,617,3349,8,Food,2022-03-22,Gourmet Grove
765761,Women 45-60,Market Expansion,15 Days,Instagram,0.04,$500.00,3.46,Austin,French,618,3349,7,Home,2022-04-22,Living Luxe
954061,Women 18-24,Market Expansion,15 Days,Facebook,0.09,$500.00,6.34,Los Angeles,Spanish,618,3350,9,Health,2022-05-09,Fitness Front
467421,Men 35-44,Brand Awareness,15 Days,Twitter,0.07,$500.00,3.71,Las Vegas,English,618,3350,3,Fashion,2022-11-30,Mode Maven
116488,Women 25-34,Brand Awareness,15 Days,Pinterest,0.07,$500.00,0.6846020198564854,Miami,English,362,2163,1,Food,2022-10-22,Epicurean Edge
235997,Women 45-60,Increase Sales,15 Days,Facebook,0.06,$500.00,6.66,Las Vegas,English,618,3351,6,Home,2022-05-06,Furnish Fine
371509,Women 35-44,Increase Sales,15 Days,Pinterest,0.08,$500.00,0.6953268556766915,Austin,French,362,2163,1,Home,2022-05-01,Nest Neat
811582,Men 35-44,Increase Sales,15 Days,Pinterest,0.1,$500.00,1.0188594029195737,New York,French,362,2164,1,Technology,2022-12-09,Silicon Saga
626702,Women 18-24,Product Launch,15 Days,Pinterest,0.03,$500.00,0.3610694726136033,Austin,Spanish,363,2164,1,Food,2022-02-11,Epicurean Edge
391181,Women 35-44,Increase Sales,15 Days,Facebook,0.14,$500.00,5.86,Miami,French,619,3352,4,Technology,2022-10-04,Giga Geeks
829846,Men 35-44,Product Launch,15 Days,Instagram,0.03,$500.00,2.44,Las Vegas,Spanish,619,3353,9,Health,2022-09-20,Elixir Essence
652671,Men 25-34,Increase Sales,15 Days,Pinterest,0.09,$500.00,1.142195014851943,Miami,French,363,2164,1,Food,2022-06-10,Gourmet Grove
902914,Women 25-34,Brand Awareness,15 Days,Pinterest,0.06,$500.00,0.0589865970111332,Las Vegas,Spanish,363,2165,1,Technology,2022-05-29,Tech Titans
428675,Women 18-24,Product Launch,15 Days,Pinterest,0.1,$500.00,0.1376353930259775,Las Vegas,Spanish,363,2165,1,Home,2022-04-22,Furnish Fine
606007,Women 18-24,Brand Awareness,15 Days,Instagram,0.07,$500.00,5.77,Miami,English,619,3354,8,Technology,2022-03-22,Innovate Infinity
612262,Men 45-60,Product Launch,15 Days,Instagram,0.02,$500.00,3.95,Las Vegas,Spanish,619,3355,7,Health,2022-02-14,Well Wish
830054,Men 35-44,Product Launch,15 Days,Instagram,0.09,$500.00,2.98,Las Vegas,Spanish,620,3355,8,Food,2022-03-19,Palate Paradise
935961,Women 25-34,Increase Sales,15 Days,Twitter,0.14,$500.00,2.53,Los Angeles,French,620,3356,5,Food,2022-04-09,Gastronomy Guild
797579,Men 25-34,Product Launch,15 Days,Facebook,0.09,$500.00,4.5,Las Vegas,Spanish,620,3356,10,Health,2022-12-23,Pulse Point
456668,Women 18-24,Market Expansion,15 Days,Instagram,0.12,$500.00,2.56,Austin,French,620,3356,7,Food,2022-03-12,Bistro Bliss
978370,Women 35-44,Product Launch,15 Days,Facebook,0.13,$500.00,0.72,Miami,English,620,3357,5,Home,2022-08-07,Space Spruce
986233,All Ages,Increase Sales,15 Days,Instagram,0.07,$500.00,0.39,Los Angeles,French,620,3357,4,Home,2022-03-25,Space Spruce
794878,Women 45-60,Brand Awareness,15 Days,Facebook,0.03,$500.00,1.55,Los Angeles,French,620,3358,8,Health,2022-06-09,Pulse Point
491578,All Ages,Market Expansion,15 Days,Facebook,0.11,$500.00,2.12,New York,English,621,3358,5,Health,2022-09-02,Wellness Waves
263952,Men 25-34,Increase Sales,15 Days,Facebook,0.02,$500.00,1.07,Los Angeles,Spanish,621,3358,4,Health,2022-11-08,Aura Align
857910,Men 18-24,Market Expansion,15 Days,Facebook,0.02,$500.00,6.3,Miami,English,621,3359,10,Home,2022-08-01,Space Spruce
438076,Women 25-34,Brand Awareness,15 Days,Facebook,0.15,$500.00,4.66,New York,French,621,3359,7,Technology,2022-12-03,Gadget Giants
548802,Women 45-60,Brand Awareness,15 Days,Facebook,0.12,$500.00,6.03,Las Vegas,French,621,3359,2,Food,2022-06-23,Epicurean Edge
245006,All Ages,Market Expansion,15 Days,Pinterest,0.07,$500.00,0.5541165173773119,Los Angeles,Spanish,364,2169,1,Fashion,2022-03-22,Vogue Visions
403895,Men 45-60,Brand Awareness,15 Days,Pinterest,0.09,$500.00,0.0893736318350503,Los Angeles,Spanish,364,2169,1,Technology,2022-05-25,Pixel Pioneers
382169,Women 18-24,Market Expansion,15 Days,Facebook,0.09,$500.00,7.32,Los Angeles,English,621,3361,7,Health,2022-08-24,Wellness Waves
142262,Men 18-24,Market Expansion,15 Days,Pinterest,0.08,$500.00,0.832962248702669,Las Vegas,French,365,2170,1,Technology,2022-02-24,Giga Geeks
161712,Men 18-24,Brand Awareness,15 Days,Instagram,0.07,$500.00,7.96,Los Angeles,English,622,3361,5,Food,2022-12-21,Dine Divine
390641,Women 35-44,Market Expansion,15 Days,Instagram,0.06,$500.00,4.21,Las Vegas,English,622,3362,6,Health,2022-06-15,Vigor Valley
385954,Men 35-44,Product Launch,15 Days,Instagram,0.04,$500.00,5.75,Los Angeles,Spanish,622,3362,5,Food,2022-05-27,Gourmet Grove
273156,All Ages,Product Launch,15 Days,Pinterest,0.14,$500.00,0.8472620297962771,Miami,French,365,2171,1,Home,2022-02-11,Furnish Fine
590210,Women 25-34,Product Launch,15 Days,Pinterest,0.04,$500.00,0.4718927760890657,Los Angeles,Spanish,365,2171,1,Food,2022-10-12,Gastronomy Guild
134111,Women 25-34,Increase Sales,15 Days,Instagram,0.11,$500.00,7.34,Las Vegas,French,622,3363,2,Technology,2022-04-09,Code Crafters
458382,Women 45-60,Brand Awareness,15 Days,Instagram,0.02,$500.00,1.7,Miami,Spanish,622,3364,7,Food,2022-10-18,Bistro Bliss
729721,Men 25-34,Increase Sales,15 Days,Instagram,0.13,$500.00,1.45,Miami,English,623,3364,5,Food,2022-08-07,Palate Paradise
615721,Women 35-44,Product Launch,15 Days,Twitter,0.03,$500.00,5.43,Miami,French,623,3365,5,Fashion,2022-04-24,Attire Artistry
636292,All Ages,Market Expansion,15 Days,Instagram,0.13,$500.00,4.58,Los Angeles,English,623,3365,1,Technology,2022-11-21,Innovate Infinity
961897,All Ages,Market Expansion,15 Days,Pinterest,0.11,$500.00,1.11895787057483,Austin,English,365,2172,1,Technology,2022-03-06,NexGen Nerds
481743,All Ages,Product Launch,15 Days,Pinterest,0.12,$500.00,1.2834053531513223,Las Vegas,French,365,2173,1,Health,2022-10-19,Fitness Front
633272,Men 35-44,Brand Awareness,15 Days,Pinterest,0.04,$500.00,0.865136756163287,Los Angeles,French,365,2173,1,Home,2022-01-24,Space Spruce
430918,Men 25-34,Product Launch,15 Days,Pinterest,0.06,$500.00,0.8275998307925659,New York,English,365,2173,1,Fashion,2022-03-15,Mode Maven
546605,Women 45-60,Increase Sales,15 Days,Twitter,0.05,$500.00,0.54,Los Angeles,Spanish,624,3367,7,Health,2022-01-19,Well Wish
466955,Women 45-60,Increase Sales,15 Days,Twitter,0.02,$500.00,7.33,Miami,French,624,3367,7,Food,2022-02-14,Gourmet Grove
148362,Men 45-60,Increase Sales,15 Days,Twitter,0.09,$500.00,4.68,Miami,English,624,3368,2,Home,2022-11-25,Space Spruce
885611,All Ages,Brand Awareness,15 Days,Instagram,0.05,$500.00,2.46,Los Angeles,English,624,3368,9,Technology,2022-01-21,Innovate Infinity
566597,Women 25-34,Market Expansion,15 Days,Pinterest,0.02,$500.00,0.874074119346792,Austin,French,366,2174,1,Home,2022-03-14,Homely Haven
458803,Men 18-24,Market Expansion,15 Days,Pinterest,0.14,$500.00,0.0750738507414422,Las Vegas,French,366,2175,1,Home,2022-11-04,Decor Dreams
199441,Men 45-60,Product Launch,15 Days,Facebook,0.06,$500.00,4.31,Miami,Spanish,624,3369,8,Home,2022-12-21,Cozy Corners
742374,Women 25-34,Product Launch,15 Days,Facebook,0.02,$500.00,1.74,Miami,English,624,3370,5,Home,2022-09-07,Space Spruce
423736,All Ages,Market Expansion,15 Days,Twitter,0.05,$500.00,1.34,Los Angeles,French,625,3370,7,Home,2022-04-29,Dwell Delight
101679,Women 18-24,Product Launch,15 Days,Facebook,0.14,$500.00,4.66,New York,English,625,3370,9,Health,2022-12-10,Vital Vigor
398814,Women 45-60,Increase Sales,15 Days,Instagram,0.1,$500.00,2.44,Miami,French,625,3371,4,Home,2022-01-27,Cozy Corners
728446,Women 25-34,Product Launch,15 Days,Pinterest,0.01,$500.00,0.3843066168907163,New York,French,367,2176,1,Home,2022-07-28,Hearth Harmony
886701,Women 25-34,Increase Sales,15 Days,Pinterest,0.04,$500.00,1.2494433730540035,Las Vegas,French,367,2177,1,Health,2022-07-08,Well Wish
890985,Women 18-24,Market Expansion,15 Days,Instagram,0.05,$500.00,3.78,New York,English,625,3372,9,Technology,2022-02-19,Giga Geeks
364125,All Ages,Market Expansion,15 Days,Facebook,0.04,$500.00,0.64,Los Angeles,Spanish,625,3372,4,Home,2022-09-19,Furnish Fine
632991,Men 18-24,Market Expansion,15 Days,Pinterest,0.12,$500.00,1.3173673332486415,Miami,Spanish,367,2177,1,Home,2022-12-04,Dwell Delight
912236,Men 18-24,Brand Awareness,15 Days,Twitter,0.04,$500.00,5.5,Los Angeles,Spanish,626,3373,3,Technology,2022-04-12,Gadget Giants
954451,Women 25-34,Product Launch,15 Days,Twitter,0.12,$500.00,0.11,New York,Spanish,626,3374,5,Technology,2022-02-12,Giga Geeks
911587,Women 18-24,Market Expansion,15 Days,Twitter,0.04,$500.00,1.13,Austin,Spanish,626,3374,4,Fashion,2022-05-09,Style Sphere
466056,Women 25-34,Increase Sales,15 Days,Instagram,0.03,$500.00,0.18,Los Angeles,Spanish,626,3374,10,Health,2022-04-03,Wellness Waves
623351,Women 45-60,Increase Sales,15 Days,Twitter,0.08,$500.00,6.51,Austin,French,626,3375,4,Fashion,2022-03-28,Trend Tailors
282943,Women 18-24,Product Launch,15 Days,Pinterest,0.12,$500.00,1.0635462188370988,Las Vegas,Spanish,367,2179,1,Food,2022-04-22,Bistro Bliss
850532,Women 35-44,Product Launch,15 Days,Facebook,0.08,$500.00,2.3,New York,Spanish,626,3375,5,Food,2022-04-20,Epicurean Edge
509827,Men 45-60,Increase Sales,15 Days,Pinterest,0.14,$500.00,0.6434901492123623,New York,French,368,2179,1,Fashion,2022-06-16,Fiber Fashion
137475,Women 18-24,Product Launch,15 Days,Pinterest,0.07,$500.00,1.0814209452041088,Los Angeles,English,368,2179,1,Fashion,2022-07-20,Runway Rebels
210944,Men 45-60,Market Expansion,15 Days,Instagram,0.07,$500.00,6.94,Miami,Spanish,627,3377,4,Home,2022-01-05,Dwell Delight
491114,Women 35-44,Product Launch,15 Days,Twitter,0.09,$500.00,5.37,New York,Spanish,627,3377,6,Health,2022-02-04,Elixir Essence
974931,Men 25-34,Increase Sales,15 Days,Twitter,0.04,$500.00,0.88,New York,English,627,3377,2,Food,2022-09-08,Dine Divine
356760,Men 35-44,Market Expansion,15 Days,Twitter,0.04,$500.00,1.26,Los Angeles,Spanish,627,3378,1,Technology,2022-10-29,Code Crafters
566545,Men 35-44,Increase Sales,15 Days,Pinterest,0.14,$500.00,1.129682706395036,New York,Spanish,368,2180,1,Technology,2022-07-20,Giga Geeks
394665,Women 45-60,Product Launch,15 Days,Twitter,0.1,$500.00,2.11,Austin,Spanish,627,3379,10,Home,2022-01-31,Hearth Harmony
213875,Women 35-44,Product Launch,15 Days,Facebook,0.08,$500.00,7.27,Miami,English,628,3379,2,Food,2022-08-27,Dine Divine
267068,Women 45-60,Market Expansion,15 Days,Facebook,0.11,$500.00,5.13,Las Vegas,French,628,3379,3,Food,2022-07-07,Dine Divine
824750,Men 18-24,Market Expansion,15 Days,Instagram,0.07,$500.00,7.14,New York,French,628,3380,7,Health,2022-04-13,Fitness Front
439463,Men 25-34,Market Expansion,15 Days,Instagram,0.15,$500.00,5.22,Los Angeles,French,628,3380,6,Health,2022-11-09,Wellness Waves
670900,Women 45-60,Product Launch,15 Days,Instagram,0.1,$500.00,7.1,New York,English,628,3381,5,Home,2022-04-17,Furnish Fine
583823,Men 25-34,Increase Sales,15 Days,Twitter,0.13,$500.00,7.78,Miami,French,628,3381,9,Fashion,2022-05-05,Vogue Visions
902096,Men 35-44,Increase Sales,15 Days,Pinterest,0.01,$500.00,0.016087253730309,Las Vegas,Spanish,368,2182,1,Home,2022-10-11,Nest Neat
320979,Women 35-44,Brand Awareness,15 Days,Instagram,0.14,$500.00,2.7,New York,Spanish,629,3382,1,Food,2022-07-20,Culinary Quest
405617,Men 18-24,Product Launch,15 Days,Facebook,0.08,$500.00,0.51,Las Vegas,English,629,3382,1,Health,2022-11-08,Vigor Valley
110506,Women 45-60,Product Launch,15 Days,Instagram,0.14,$500.00,5.95,New York,Spanish,629,3382,10,Home,2022-05-29,Dwell Delight
729816,Men 35-44,Brand Awareness,15 Days,Pinterest,0.13,$500.00,0.5112171740964878,Miami,Spanish,369,2184,1,Health,2022-06-07,Wellness Waves
588214,Men 25-34,Market Expansion,15 Days,Twitter,0.07,$500.00,7.89,New York,French,629,3383,2,Technology,2022-06-21,Pixel Pioneers
841889,Women 25-34,Market Expansion,15 Days,Instagram,0.09,$500.00,2.57,Austin,French,629,3384,2,Technology,2022-12-26,Gadget Giants
871006,Women 18-24,Increase Sales,15 Days,Twitter,0.1,$500.00,7.39,Austin,Spanish,629,3384,7,Home,2022-12-03,Furnish Fine
143210,Women 25-34,Product Launch,15 Days,Twitter,0.13,$500.00,0.82,Austin,Spanish,629,3384,10,Health,2022-06-30,Balance Beam
745429,Women 25-34,Product Launch,15 Days,Pinterest,0.02,$500.00,0.7775505969649377,Austin,Spanish,370,2185,1,Home,2022-12-22,Nest Neat
618816,Women 25-34,Brand Awareness,15 Days,Pinterest,0.02,$500.00,0.6023782785682391,Las Vegas,Spanish,370,2185,1,Health,2022-07-30,Heal Hub
936215,Men 35-44,Product Launch,15 Days,Pinterest,0.13,$500.00,1.3584792038927649,Las Vegas,Spanish,370,2186,1,Food,2022-09-06,Feast Flavors
151686,Men 35-44,Brand Awareness,15 Days,Twitter,0.08,$500.00,0.0,Miami,French,630,3386,8,Technology,2022-12-04,Tech Titans
249094,Men 35-44,Product Launch,15 Days,Twitter,0.03,$500.00,2.75,Austin,French,630,3386,10,Home,2022-08-19,Cozy Corners
992549,Men 25-34,Product Launch,15 Days,Facebook,0.09,$500.00,6.25,Austin,Spanish,630,3387,5,Fashion,2022-11-09,Fiber Fashion
816406,Men 45-60,Market Expansion,15 Days,Instagram,0.03,$500.00,7.64,Los Angeles,French,630,3387,9,Technology,2022-12-06,Quantum Quirks
521926,Women 18-24,Market Expansion,15 Days,Twitter,0.07,$500.00,0.26,New York,French,631,3388,6,Health,2022-10-29,Fitness Front
176231,Men 35-44,Market Expansion,15 Days,Pinterest,0.03,$500.00,0.8061501591521538,Miami,English,370,2187,1,Fashion,2022-12-02,Style Sphere
874370,Men 35-44,Market Expansion,15 Days,Instagram,0.06,$500.00,5.06,Los Angeles,French,631,3388,2,Health,2022-11-05,Balance Beam
109404,Women 35-44,Product Launch,15 Days,Twitter,0.14,$500.00,5.6,New York,English,631,3389,7,Food,2022-05-08,Bistro Bliss
355768,Men 25-34,Brand Awareness,15 Days,Facebook,0.08,$500.00,1.37,Miami,French,631,3389,9,Health,2022-05-15,Pulse Point
832353,Men 45-60,Product Launch,15 Days,Instagram,0.13,$500.00,1.2,Austin,Spanish,631,3390,1,Home,2022-01-20,Hearth Harmony
439233,Women 25-34,Product Launch,15 Days,Facebook,0.03,$500.00,4.26,Austin,Spanish,631,3390,2,Food,2022-04-25,Dine Divine
599892,Men 35-44,Product Launch,15 Days,Twitter,0.04,$500.00,4.61,Las Vegas,English,631,3390,1,Health,2022-01-17,Heal Hub
358767,All Ages,Brand Awareness,15 Days,Instagram,0.11,$500.00,0.66,Austin,French,632,3391,5,Food,2022-03-14,Palate Paradise
459693,Men 45-60,Product Launch,15 Days,Twitter,0.07,$500.00,1.87,Miami,French,632,3391,2,Fashion,2022-12-06,Silk & Style
748967,Men 35-44,Brand Awareness,15 Days,Pinterest,0.14,$500.00,1.092145781024315,Austin,Spanish,371,2189,1,Health,2022-01-08,Vital Vigor
426044,Men 35-44,Increase Sales,15 Days,Facebook,0.04,$500.00,6.32,Los Angeles,English,632,3392,4,Food,2022-01-01,Palate Paradise
546022,Women 35-44,Product Launch,15 Days,Facebook,0.14,$500.00,5.77,Miami,French,632,3392,7,Home,2022-05-31,Domestic Dream
704349,Women 45-60,Brand Awareness,15 Days,Pinterest,0.11,$500.00,1.3602666765294658,Las Vegas,Spanish,371,2190,1,Food,2022-07-22,Gourmet Grove
249333,Men 45-60,Increase Sales,15 Days,Facebook,0.11,$500.00,2.45,New York,English,632,3393,2,Technology,2022-04-25,Code Crafters
520594,Women 45-60,Brand Awareness,15 Days,Instagram,0.08,$500.00,0.61,Miami,English,632,3393,2,Health,2022-12-21,Pulse Point
321039,Men 25-34,Increase Sales,15 Days,Instagram,0.03,$500.00,6.15,Miami,Spanish,633,3394,8,Technology,2022-07-19,Tech Titans
928350,Women 35-44,Brand Awareness,15 Days,Instagram,0.08,$500.00,1.71,Los Angeles,French,633,3394,3,Technology,2022-03-02,Tech Titans
890862,Women 35-44,Product Launch,15 Days,Facebook,0.05,$500.00,6.16,Miami,French,633,3395,2,Technology,2022-04-08,NexGen Nerds
636935,Men 35-44,Product Launch,15 Days,Twitter,0.14,$500.00,5.63,Miami,English,633,3395,9,Home,2022-09-20,Nest Neat
371283,Women 45-60,Market Expansion,15 Days,Facebook,0.08,$500.00,7.6,Austin,Spanish,633,3395,6,Health,2022-05-26,Well Wish
915037,Women 45-60,Brand Awareness,15 Days,Facebook,0.13,$500.00,4.93,Los Angeles,Spanish,633,3396,8,Health,2022-06-21,Wellness Waves
936048,Women 25-34,Market Expansion,15 Days,Facebook,0.12,$500.00,4.21,New York,French,633,3396,8,Fashion,2022-02-23,Glam Garments
263394,Women 35-44,Market Expansion,15 Days,Instagram,0.06,$500.00,5.73,Miami,English,634,3397,7,Fashion,2022-10-31,Chic Couture
887560,Women 18-24,Product Launch,15 Days,Pinterest,0.09,$500.00,1.2512308456907044,Miami,Spanish,372,2193,1,Food,2022-11-26,Nosh Nirvana
466369,All Ages,Market Expansion,15 Days,Pinterest,0.04,$500.00,0.83474972133937,Miami,Spanish,372,2193,1,Home,2022-08-14,Cozy Corners
326266,Women 45-60,Product Launch,15 Days,Pinterest,0.02,$500.00,0.0822237412882462,Austin,French,372,2193,1,Health,2022-01-18,Elixir Essence
921698,All Ages,Brand Awareness,15 Days,Instagram,0.14,$500.00,3.33,Las Vegas,English,634,3398,2,Food,2022-01-31,Culinary Quest
843006,Women 45-60,Brand Awareness,15 Days,Pinterest,0.09,$500.00,0.7811255422383397,Austin,French,372,2193,1,Health,2022-12-05,Well Wish
338173,Women 35-44,Market Expansion,15 Days,Instagram,0.12,$500.00,0.28,Las Vegas,English,634,3399,1,Home,2022-07-18,Furnish Fine
945336,Men 35-44,Product Launch,15 Days,Twitter,0.12,$500.00,6.12,Miami,French,634,3399,2,Health,2022-06-25,Fitness Front
541684,Women 35-44,Increase Sales,15 Days,Facebook,0.12,$500.00,3.31,Miami,English,635,3400,4,Health,2022-08-20,Pulse Point
586160,Women 18-24,Product Launch,15 Days,Facebook,0.12,$500.00,4.03,New York,English,635,3400,5,Home,2022-01-01,Living Luxe
621063,Men 45-60,Market Expansion,15 Days,Instagram,0.1,$500.00,3.06,Austin,French,635,3400,1,Fashion,2022-04-14,Style Sphere
525993,Men 45-60,Increase Sales,15 Days,Instagram,0.06,$500.00,3.02,Los Angeles,English,635,3401,6,Technology,2022-09-09,Cyber Circuit
